role_id,role,requirement_id,policy_or_process,requirement_text,competency,obligation,requirement_type,priority,due_stage,source_document_id,source_document_version,source_section_id,assessment_requirement,prerequisite
ROLE-10,Data Analyst,CMP-01-5.1,Policy Requirement,Employees must complete refresher training for all mandatory modules every 12 months.,Refresher Training,Mandatory,Must Complete,High,First 30 Days,CMP-01,2.0,5.1,Knowledge Quiz,
ROLE-10,Data Analyst,CMP-01-5.2,Policy Requirement,Employees who fail an assessment twice must be referred to their reporting manager for review.,Refresher Training,Mandatory,Must Know,High,First 30 Days,CMP-01,2.0,5.2,Knowledge Quiz,
ROLE-10,Data Analyst,FAQ-01-4.2,Process Requirement,You must keep your bank account details updated on the HR portal.,How do I get my payslip?,Mandatory,Must Know,Medium,Week 2,FAQ-01,1.0,4.2,Knowledge Quiz,
ROLE-10,Data Analyst,FAQ-01-6.1,Process Requirement,Work from home may be allowed for non-customer-facing roles with Department Head approval.,Can I work from home?,Optional,Optional,Low,Week 2,FAQ-01,1.0,6.1,None,
ROLE-10,Data Analyst,FAQ-01-7.1,Process Requirement,A medical certificate is required for sick leave of more than 2 consecutive days.,Do I need a medical certificate for sick leave?,Mandatory,Must Know,Medium,Week 2,FAQ-01,1.0,7.1,Knowledge Quiz,
ROLE-10,Data Analyst,FAQ-02-3.1,Process Requirement,You should reset it using the self-service portal or call extension 1100.,What if I forget my password?,Recommended,Recommended,Low,Week 2,FAQ-02,1.0,3.1,None,
ROLE-10,Data Analyst,FAQ-02-4.1,Process Requirement,You must use the Report Phishing button in Outlook.,How do I report a phishing email?,Mandatory,Must Know,Medium,Week 2,FAQ-02,1.0,4.1,Knowledge Quiz,
ROLE-10,Data Analyst,FAQ-02-6.1,Process Requirement,You must not install any software without IT approval.,Can I install software on my computer?,Mandatory,Must Know,Medium,Week 2,FAQ-02,1.0,6.1,Knowledge Quiz,
ROLE-10,Data Analyst,POL-01-2.1,Policy Requirement,Every new employee must sign the Employee Handbook acknowledgement form on Day 1.,Joining Formalities,Mandatory,Must Acknowledge,High,Day 1,POL-01,1.0,2.1,Signed Acknowledgement,
ROLE-10,Data Analyst,POL-01-2.2,Policy Requirement,New employees must submit copies of their educational certificates to HR within the first week of joining.,Joining Formalities,Mandatory,Must Complete,Medium,Week 1,POL-01,1.0,2.2,Knowledge Quiz,
ROLE-10,Data Analyst,POL-01-2.3,Policy Requirement,New employees must collect their employee ID card from the HR desk on Day 1.,Joining Formalities,Mandatory,Must Complete,High,Day 1,POL-01,1.0,2.3,Knowledge Quiz,
ROLE-10,Data Analyst,POL-01-2.4,Policy Requirement,New employees should meet their reporting manager within the first week of joining to agree on role expectations.,Joining Formalities,Recommended,Recommended,Low,Week 1,POL-01,1.0,2.4,None,
ROLE-10,Data Analyst,POL-01-3.2,Policy Requirement,Employees must record attendance using the biometric system at the start and end of each working day.,Working Hours and Attendance,Mandatory,Must Know,Medium,Week 1,POL-01,1.0,3.2,Knowledge Quiz,
ROLE-10,Data Analyst,POL-01-3.3,Policy Requirement,Employees may request flexible timing with written approval from their reporting manager.,Working Hours and Attendance,Optional,Optional,Low,Week 1,POL-01,1.0,3.3,None,
ROLE-10,Data Analyst,POL-01-4.1,Policy Requirement,Employees must follow the business formal dress code on all customer-facing days.,Dress Code,Mandatory,Must Know,Medium,Week 1,POL-01,1.0,4.1,Knowledge Quiz,
ROLE-10,Data Analyst,POL-01-4.2,Policy Requirement,Employees should refer to the Workplace Conduct Policy (POL-05) for detailed behavioural standards.,Dress Code,Recommended,Recommended,Low,Week 1,POL-01,1.0,4.2,None,
ROLE-10,Data Analyst,POL-01-5.1,Policy Requirement,Employees must use bank equipment only for official purposes.,Use of Bank Resources,Mandatory,Must Know,Medium,Week 1,POL-01,1.0,5.1,Knowledge Quiz,
ROLE-10,Data Analyst,POL-01-5.2,Policy Requirement,Employees may use the staff cafeteria and prayer rooms during scheduled breaks.,Use of Bank Resources,Optional,Optional,Low,Week 1,POL-01,1.0,5.2,None,
ROLE-10,Data Analyst,POL-01-5.3,Policy Requirement,Employees must return all bank property on their last working day.,Use of Bank Resources,Mandatory,Must Know,Medium,Week 1,POL-01,1.0,5.3,Knowledge Quiz,
ROLE-10,Data Analyst,POL-02-2.2,Policy Requirement,Employees must complete all mandatory onboarding modules before the end of probation.,Probation,Mandatory,Must Complete,Medium,First 90 Days,POL-02,2.0,2.2,Knowledge Quiz,
ROLE-10,Data Analyst,POL-02-2.4,Policy Requirement,Employees must complete a probation review meeting with their reporting manager within 90 days of joining.,Probation,Mandatory,Must Complete,Medium,First 90 Days,POL-02,2.0,2.4,Knowledge Quiz,
ROLE-10,Data Analyst,POL-02-3.2,Policy Requirement,Employees must obtain prior approval from their reporting manager for any overtime.,Working Hours,Mandatory,Must Know,Medium,Week 1,POL-02,2.0,3.2,Knowledge Quiz,
ROLE-10,Data Analyst,POL-02-4.1,Policy Requirement,Employees must agree written performance objectives with their reporting manager within 30 days of joining.,Performance Management,Mandatory,Must Know,Medium,First 30 Days,POL-02,2.0,4.1,Knowledge Quiz,
ROLE-10,Data Analyst,POL-02-4.2,Policy Requirement,Employees should request informal feedback from their reporting manager every month.,Performance Management,Recommended,Recommended,Low,Week 1,POL-02,2.0,4.2,None,
ROLE-10,Data Analyst,POL-03-2.2,Policy Requirement,Employees must apply for annual leave at least 14 days in advance through the HR portal.,Annual Leave,Mandatory,Must Know,Medium,Week 1,POL-03,2.0,2.2,Knowledge Quiz,
ROLE-10,Data Analyst,POL-03-2.3,Policy Requirement,Employees must not take more than 10 consecutive working days of annual leave without Department Head approval.,Annual Leave,Mandatory,Must Know,Medium,Week 1,POL-03,2.0,2.3,Knowledge Quiz,
ROLE-10,Data Analyst,POL-03-2.4,Policy Requirement,Unused annual leave may be carried forward up to a maximum of 10 days.,Annual Leave,Optional,Optional,Low,Week 1,POL-03,2.0,2.4,None,
ROLE-10,Data Analyst,POL-03-3.1,Policy Requirement,Employees must inform their reporting manager before 10:00 AM on any day they cannot come to work due to sickness.,Sick Leave,Mandatory,Must Know,Medium,Week 1,POL-03,2.0,3.1,Knowledge Quiz,
ROLE-10,Data Analyst,POL-03-3.2,Policy Requirement,Sick leave of more than 2 consecutive days must be supported by a medical certificate.,Sick Leave,Mandatory,Must Know,Medium,Week 1,POL-03,2.0,3.2,Knowledge Quiz,
ROLE-10,Data Analyst,POL-03-6.1,Policy Requirement,"Employees may refer to the HR and Leave FAQ (FAQ-01) for common questions; where the FAQ differs from this policy, this policy prevails.",Related Guidance,Optional,Optional,Low,Week 1,POL-03,2.0,6.1,None,
ROLE-10,Data Analyst,POL-04-2.1,Policy Requirement,All employees must complete the Information Security Basics module within the first week of joining.,Security Awareness,Mandatory,Must Complete,High,Week 1,POL-04,2.0,2.1,Knowledge Quiz,
ROLE-10,Data Analyst,POL-04-2.2,Policy Requirement,All employees must sign the Acceptable Use acknowledgement on Day 1.,Security Awareness,Mandatory,Must Acknowledge,High,Day 1,POL-04,2.0,2.2,Signed Acknowledgement,
ROLE-10,Data Analyst,POL-04-2.3,Policy Requirement,Employees must report any suspected security incident to the IT Service Desk within 1 hour of noticing it.,Security Awareness,Mandatory,Must Know,High,Week 1,POL-04,2.0,2.3,Knowledge Quiz,
ROLE-10,Data Analyst,POL-04-3.1,Policy Requirement,"Passwords must be at least 12 characters long and include upper-case letters, numbers and symbols.",Passwords and Access,Mandatory,Must Know,High,Week 1,POL-04,2.0,3.1,Knowledge Quiz,
ROLE-10,Data Analyst,POL-04-3.2,Policy Requirement,Employees must change their passwords every 60 days.,Passwords and Access,Mandatory,Must Know,High,Week 1,POL-04,2.0,3.2,Knowledge Quiz,
ROLE-10,Data Analyst,POL-04-3.3,Policy Requirement,"Employees must not share their passwords or access cards with anyone, including colleagues and managers.",Passwords and Access,Mandatory,Must Know,High,Week 1,POL-04,2.0,3.3,Knowledge Quiz,
ROLE-10,Data Analyst,POL-04-3.4,Policy Requirement,Employees must enable multi-factor authentication on their email account within the first week of joining.,Passwords and Access,Mandatory,Must Complete,High,Week 1,POL-04,2.0,3.4,Knowledge Quiz,
ROLE-10,Data Analyst,POL-04-4.1,Policy Requirement,Personal USB drives and external storage devices must not be connected to bank computers.,Devices and Removable Media,Mandatory,Must Know,High,Week 1,POL-04,2.0,4.1,Knowledge Quiz,
ROLE-10,Data Analyst,POL-04-4.2,Policy Requirement,Employees must lock their screen whenever they leave their desk.,Devices and Removable Media,Mandatory,Must Know,High,Week 1,POL-04,2.0,4.2,Knowledge Quiz,
ROLE-10,Data Analyst,POL-04-4.3,Policy Requirement,Employees should store work files only on the approved network drive.,Devices and Removable Media,Recommended,Recommended,Low,Week 1,POL-04,2.0,4.3,None,
ROLE-10,Data Analyst,POL-04-5.1,Policy Requirement,Employees must report suspicious emails using the Report Phishing button in Outlook.,Email and Phishing,Mandatory,Must Know,High,Week 1,POL-04,2.0,5.1,Knowledge Quiz,
ROLE-10,Data Analyst,POL-04-5.2,Policy Requirement,Employees must not open attachments from unknown senders.,Email and Phishing,Mandatory,Must Know,High,Week 1,POL-04,2.0,5.2,Knowledge Quiz,
ROLE-10,Data Analyst,POL-05-2.1,Policy Requirement,Employees must treat customers and colleagues with respect and courtesy.,Professional Behaviour,Mandatory,Must Know,Medium,Week 1,POL-05,1.0,2.1,Knowledge Quiz,
ROLE-10,Data Analyst,POL-05-2.2,Policy Requirement,"Employees must not accept gifts worth more than PKR 5,000 from customers or vendors.",Professional Behaviour,Mandatory,Must Know,Medium,Week 1,POL-05,1.0,2.2,Knowledge Quiz,
ROLE-10,Data Analyst,POL-05-2.3,Policy Requirement,Employees must declare every gift received in the Gift Register within 3 working days.,Professional Behaviour,Mandatory,Must Acknowledge,Medium,Week 1,POL-05,1.0,2.3,Signed Acknowledgement,
ROLE-10,Data Analyst,POL-05-2.4,Policy Requirement,Employees must acknowledge the Code of Conduct on Day 1.,Professional Behaviour,Mandatory,Must Acknowledge,High,Day 1,POL-05,1.0,2.4,Signed Acknowledgement,
ROLE-10,Data Analyst,POL-05-3.1,Policy Requirement,Employees must not engage in any form of harassment or discrimination.,Harassment and Discrimination,Mandatory,Must Know,Medium,Week 1,POL-05,1.0,3.1,Knowledge Quiz,
ROLE-10,Data Analyst,POL-05-3.2,Policy Requirement,Employees should report harassment to HR or through the confidential helpline.,Harassment and Discrimination,Recommended,Recommended,Low,Week 1,POL-05,1.0,3.2,None,
ROLE-10,Data Analyst,POL-05-3.3,Policy Requirement,All employees must complete the Anti-Harassment Awareness module within 30 days of joining.,Harassment and Discrimination,Mandatory,Must Complete,Medium,First 30 Days,POL-05,1.0,3.3,Knowledge Quiz,
ROLE-10,Data Analyst,POL-05-4.1,Policy Requirement,Employees must declare any conflict of interest to HR within the first week of joining.,Conflict of Interest,Mandatory,Must Acknowledge,Medium,Week 1,POL-05,1.0,4.1,Signed Acknowledgement,
ROLE-10,Data Analyst,POL-05-4.2,Policy Requirement,Employees may undertake outside part-time work only with written approval from HR.,Conflict of Interest,Optional,Optional,Low,Week 1,POL-05,1.0,4.2,None,
ROLE-10,Data Analyst,POL-05-5.1,Policy Requirement,Employees must not post confidential bank information on social media.,Social Media,Mandatory,Must Know,Medium,Week 1,POL-05,1.0,5.1,Knowledge Quiz,
ROLE-10,Data Analyst,POL-06-2.1,Policy Requirement,Employees must access customer personal data only when it is required for their assigned duties.,Personal Data Handling,Mandatory,Must Know,High,Week 1,POL-06,2.0,2.1,Knowledge Quiz,
ROLE-10,Data Analyst,POL-06-2.2,Policy Requirement,Employees must complete the Data Privacy Essentials module within 14 days of joining.,Personal Data Handling,Mandatory,Must Complete,High,Week 2,POL-06,2.0,2.2,Knowledge Quiz,POL-04-2.1
ROLE-10,Data Analyst,POL-06-2.3,Policy Requirement,Customer data must not be sent to personal email addresses or messaging apps.,Personal Data Handling,Mandatory,Must Know,High,Week 1,POL-06,2.0,2.3,Knowledge Quiz,
ROLE-10,Data Analyst,POL-06-4.1,Policy Requirement,Customer transaction records must be retained for 10 years from the date of account closure.,Data Retention,Mandatory,Must Know,High,Week 1,POL-06,2.0,4.1,Knowledge Quiz,
ROLE-10,Data Analyst,POL-06-4.2,Policy Requirement,Records past their retention period must be destroyed using the approved secure disposal process.,Data Retention,Mandatory,Must Know,High,Week 1,POL-06,2.0,4.2,Knowledge Quiz,
ROLE-10,Data Analyst,POL-06-5.1,Policy Requirement,Any suspected data breach must be reported to the Compliance Officer within 2 hours.,Data Breach,Mandatory,Must Know,High,Week 1,POL-06,2.0,5.1,Knowledge Quiz,
ROLE-10,Data Analyst,POL-06-6.1,Policy Requirement,Data Analysts must use anonymised or masked data sets for analysis and reporting.,Analytics,Mandatory,Must Know,High,Week 1,POL-06,2.0,6.1,Knowledge Quiz,
ROLE-10,Data Analyst,POL-06-6.2,Policy Requirement,Data Analysts must not export customer-level data outside the analytics environment.,Analytics,Mandatory,Must Know,High,Week 1,POL-06,2.0,6.2,Knowledge Quiz,
ROLE-10,Data Analyst,POL-06-6.3,Policy Requirement,Data Analysts may use aggregated data in presentations without further approval.,Analytics,Optional,Optional,Low,Week 1,POL-06,2.0,6.3,None,
ROLE-10,Data Analyst,POL-08-2.1,Policy Requirement,All employees must complete the Fraud Awareness module within 30 days of joining.,Fraud Awareness,Mandatory,Must Complete,High,First 30 Days,POL-08,1.0,2.1,Knowledge Quiz,
ROLE-10,Data Analyst,POL-08-2.2,Policy Requirement,Employees must report suspected fraud through the whistleblowing channel or to the Compliance Officer.,Fraud Awareness,Mandatory,Must Know,High,Week 1,POL-08,1.0,2.2,Knowledge Quiz,
ROLE-10,Data Analyst,POL-08-3.1,Policy Requirement,Employees may report concerns anonymously through the confidential hotline.,Whistleblowing,Optional,Optional,Low,Week 1,POL-08,1.0,3.1,None,
ROLE-10,Data Analyst,POL-08-3.2,Policy Requirement,Employees must not attempt to investigate suspected fraud on their own.,Whistleblowing,Mandatory,Must Know,High,Week 1,POL-08,1.0,3.2,Knowledge Quiz,
ROLE-10,Data Analyst,PRC-01-2.1,Process Requirement,New joiners must report to the HR desk at 9:00 AM on Day 1.,Day 1,Mandatory,Must Know,High,Day 1,PRC-01,1.0,2.1,Knowledge Quiz,
ROLE-10,Data Analyst,PRC-01-2.3,Process Requirement,New joiners must attend the welcome orientation session on Day 1.,Day 1,Mandatory,Must Complete,High,Day 1,PRC-01,1.0,2.3,Knowledge Quiz,
ROLE-10,Data Analyst,PRC-01-3.1,Process Requirement,New joiners must complete the mandatory security and conduct modules within the first week of joining.,Week 1,Mandatory,Must Complete,Medium,Week 1,PRC-01,1.0,3.1,Knowledge Quiz,
ROLE-10,Data Analyst,PRC-01-3.2,Process Requirement,New joiners should meet at least three colleagues from other departments within the first week of joining.,Week 1,Recommended,Recommended,Low,Week 1,PRC-01,1.0,3.2,None,
ROLE-10,Data Analyst,PRC-01-4.1,Process Requirement,New joiners must complete their role-specific learning plan milestones within 30 days of joining.,First 30 Days,Mandatory,Must Complete,Medium,First 30 Days,PRC-01,1.0,4.1,Knowledge Quiz,
ROLE-10,Data Analyst,PRC-01-4.2,Process Requirement,New joiners must attend a check-in meeting with their reporting manager within 30 days of joining.,First 30 Days,Mandatory,Must Complete,Medium,First 30 Days,PRC-01,1.0,4.2,Knowledge Quiz,
ROLE-10,Data Analyst,PRC-01-5.1,Process Requirement,New joiners must complete all practical assessments within 60 days of joining.,First 60 and 90 Days,Mandatory,Must Complete,Medium,First 60 Days,PRC-01,1.0,5.1,Knowledge Quiz,
ROLE-10,Data Analyst,PRC-01-5.2,Process Requirement,New joiners must complete the final onboarding assessment within 90 days of joining.,First 60 and 90 Days,Mandatory,Must Complete,Medium,First 90 Days,PRC-01,1.0,5.2,Knowledge Quiz,
ROLE-10,Data Analyst,PRC-01-5.3,Process Requirement,New joiners may request a mentor from the HR team at any time during onboarding.,First 60 and 90 Days,Optional,Optional,Low,First 30 Days,PRC-01,1.0,5.3,None,
ROLE-10,Data Analyst,RD-01-10.2,Process Requirement,The Data Analyst must produce the weekly branch performance dashboard.,Data Analyst,Mandatory,Must Know,Medium,Week 2,RD-01,1.0,10.2,Knowledge Quiz,
ROLE-10,Data Analyst,RD-01-10.3,Process Requirement,The Data Analyst must complete the SQL and data visualisation skills assessment within 30 days of joining.,Data Analyst,Mandatory,Must Complete,Medium,First 30 Days,RD-01,1.0,10.3,Knowledge Quiz,
ROLE-10,Data Analyst,SOP-05-2.1,Process Requirement,System access must be requested by the reporting manager through the IT Service Portal.,Access Requests,Mandatory,Must Know,Medium,Week 2,SOP-05,2.0,2.1,Knowledge Quiz,
ROLE-10,Data Analyst,SOP-05-2.3,Process Requirement,Employees must not use the account of another employee while waiting for their own access.,Access Requests,Mandatory,Must Know,Medium,Week 2,SOP-05,2.0,2.3,Knowledge Quiz,
ROLE-10,Data Analyst,SOP-05-3.1,Process Requirement,Employees must report IT incidents through the IT Service Portal or by calling extension 1100.,Incident Reporting,Mandatory,Must Know,Medium,Week 2,SOP-05,2.0,3.1,Knowledge Quiz,
ROLE-10,Data Analyst,SOP-05-3.2,Process Requirement,Employees should include screenshots of error messages when reporting an incident.,Incident Reporting,Recommended,Recommended,Low,Week 2,SOP-05,2.0,3.2,None,
ROLE-10,Data Analyst,SOP-06-2.1,Process Requirement,Employees must submit expense claims with original receipts within 30 days of incurring the expense.,Expense Claims,Mandatory,Must Complete,Medium,Week 2,SOP-06,1.0,2.1,Knowledge Quiz,
ROLE-10,Data Analyst,SOP-08-2.1,Process Requirement,Data Analysts must request access to production data sources through the IT Service Portal as described in SOP-05.,Data Access,Mandatory,Must Know,Medium,Week 2,SOP-08,1.0,2.1,Knowledge Quiz,POL-06-2.2
ROLE-10,Data Analyst,SOP-08-2.2,Process Requirement,Data Analysts must complete Information Security Basics and Data Privacy Essentials before being granted data access.,Data Access,Mandatory,Must Complete,Medium,Week 2,SOP-08,1.0,2.2,Knowledge Quiz,
ROLE-10,Data Analyst,SOP-08-2.3,Process Requirement,Data Analysts must use only the approved analytics tools listed in the IT Tools Catalogue.,Data Access,Mandatory,Must Know,Medium,Week 2,SOP-08,1.0,2.3,Knowledge Quiz,
ROLE-10,Data Analyst,SOP-08-3.1,Process Requirement,Every management report must state its data source and extraction date.,Report Production,Mandatory,Must Know,Medium,Week 2,SOP-08,1.0,3.1,Knowledge Quiz,
ROLE-10,Data Analyst,SOP-08-3.2,Process Requirement,Data Analysts must have each new report peer-reviewed by another analyst before release.,Report Production,Mandatory,Must Know,Medium,Week 2,SOP-08,1.0,3.2,Knowledge Quiz,
ROLE-10,Data Analyst,SOP-08-3.3,Process Requirement,Data Analysts should automate recurring reports where possible.,Report Production,Recommended,Recommended,Low,Week 2,SOP-08,1.0,3.3,None,
ROLE-10,Data Analyst,SOP-08-3.4,Process Requirement,Data Analysts must demonstrate building a masked data extract within 30 days of joining.,Report Production,Mandatory,Must Demonstrate,Medium,First 30 Days,SOP-08,1.0,3.4,Practical Assessment,POL-06-2.2
ROLE-11,Cash Teller,CMP-01-2.1,Policy Requirement,All employees must complete Information Security Basics within the first week of joining.,Modules for All Employees,Mandatory,Must Complete,High,Week 1,CMP-01,2.0,2.1,Knowledge Quiz,
ROLE-11,Cash Teller,CMP-01-2.2,Policy Requirement,All employees must complete Data Privacy Essentials within 14 days of joining.,Modules for All Employees,Mandatory,Must Complete,High,Week 2,CMP-01,2.0,2.2,Knowledge Quiz,CMP-01-2.1
ROLE-11,Cash Teller,CMP-01-2.3,Policy Requirement,All employees must complete Fraud Awareness within 30 days of joining.,Modules for All Employees,Mandatory,Must Complete,High,First 30 Days,CMP-01,2.0,2.3,Knowledge Quiz,
ROLE-11,Cash Teller,CMP-01-2.4,Policy Requirement,All employees must complete Anti-Harassment Awareness within 30 days of joining.,Modules for All Employees,Mandatory,Must Complete,High,First 30 Days,CMP-01,2.0,2.4,Knowledge Quiz,
ROLE-11,Cash Teller,CMP-01-2.5,Policy Requirement,All employees must pass each mandatory module assessment with a minimum score of 70%.,Modules for All Employees,Mandatory,Must Complete,High,First 30 Days,CMP-01,2.0,2.5,Knowledge Quiz,
ROLE-11,Cash Teller,CMP-01-4.1,Policy Requirement,Information Security Basics must be completed before Data Privacy Essentials.,Prerequisites,Mandatory,Must Complete,High,First 30 Days,CMP-01,2.0,4.1,Knowledge Quiz,
ROLE-11,Cash Teller,CMP-01-4.2,Policy Requirement,Data Privacy Essentials must be completed before any customer-data access training.,Prerequisites,Mandatory,Must Complete,High,First 30 Days,CMP-01,2.0,4.2,Knowledge Quiz,
ROLE-11,Cash Teller,CMP-01-4.3,Policy Requirement,AML and KYC Fundamentals must be completed before the Account Opening practical assessment.,Prerequisites,Mandatory,Must Complete,High,First 30 Days,CMP-01,2.0,4.3,Knowledge Quiz,
ROLE-11,Cash Teller,CMP-01-4.4,Policy Requirement,The Complaint Handling module must be completed before the Escalation Procedure module.,Prerequisites,Mandatory,Must Complete,High,First 30 Days,CMP-01,2.0,4.4,Knowledge Quiz,
ROLE-11,Cash Teller,CMP-01-5.1,Policy Requirement,Employees must complete refresher training for all mandatory modules every 12 months.,Refresher Training,Mandatory,Must Complete,High,First 30 Days,CMP-01,2.0,5.1,Knowledge Quiz,
ROLE-11,Cash Teller,CMP-01-5.2,Policy Requirement,Employees who fail an assessment twice must be referred to their reporting manager for review.,Refresher Training,Mandatory,Must Know,High,First 30 Days,CMP-01,2.0,5.2,Knowledge Quiz,
ROLE-11,Cash Teller,FAQ-01-4.2,Process Requirement,You must keep your bank account details updated on the HR portal.,How do I get my payslip?,Mandatory,Must Know,Medium,Week 2,FAQ-01,1.0,4.2,Knowledge Quiz,
ROLE-11,Cash Teller,FAQ-01-6.1,Process Requirement,Work from home may be allowed for non-customer-facing roles with Department Head approval.,Can I work from home?,Optional,Optional,Low,Week 2,FAQ-01,1.0,6.1,None,
ROLE-11,Cash Teller,FAQ-01-7.1,Process Requirement,A medical certificate is required for sick leave of more than 2 consecutive days.,Do I need a medical certificate for sick leave?,Mandatory,Must Know,Medium,Week 2,FAQ-01,1.0,7.1,Knowledge Quiz,
ROLE-11,Cash Teller,FAQ-02-3.1,Process Requirement,You should reset it using the self-service portal or call extension 1100.,What if I forget my password?,Recommended,Recommended,Low,Week 2,FAQ-02,1.0,3.1,None,
ROLE-11,Cash Teller,FAQ-02-4.1,Process Requirement,You must use the Report Phishing button in Outlook.,How do I report a phishing email?,Mandatory,Must Know,Medium,Week 2,FAQ-02,1.0,4.1,Knowledge Quiz,
ROLE-11,Cash Teller,FAQ-02-6.1,Process Requirement,You must not install any software without IT approval.,Can I install software on my computer?,Mandatory,Must Know,Medium,Week 2,FAQ-02,1.0,6.1,Knowledge Quiz,
ROLE-11,Cash Teller,POL-01-2.1,Policy Requirement,Every new employee must sign the Employee Handbook acknowledgement form on Day 1.,Joining Formalities,Mandatory,Must Acknowledge,High,Day 1,POL-01,1.0,2.1,Signed Acknowledgement,
ROLE-11,Cash Teller,POL-01-2.2,Policy Requirement,New employees must submit copies of their educational certificates to HR within the first week of joining.,Joining Formalities,Mandatory,Must Complete,Medium,Week 1,POL-01,1.0,2.2,Knowledge Quiz,
ROLE-11,Cash Teller,POL-01-2.3,Policy Requirement,New employees must collect their employee ID card from the HR desk on Day 1.,Joining Formalities,Mandatory,Must Complete,High,Day 1,POL-01,1.0,2.3,Knowledge Quiz,
ROLE-11,Cash Teller,POL-01-2.4,Policy Requirement,New employees should meet their reporting manager within the first week of joining to agree on role expectations.,Joining Formalities,Recommended,Recommended,Low,Week 1,POL-01,1.0,2.4,None,
ROLE-11,Cash Teller,POL-01-3.2,Policy Requirement,Employees must record attendance using the biometric system at the start and end of each working day.,Working Hours and Attendance,Mandatory,Must Know,Medium,Week 1,POL-01,1.0,3.2,Knowledge Quiz,
ROLE-11,Cash Teller,POL-01-3.3,Policy Requirement,Employees may request flexible timing with written approval from their reporting manager.,Working Hours and Attendance,Optional,Optional,Low,Week 1,POL-01,1.0,3.3,None,
ROLE-11,Cash Teller,POL-01-4.1,Policy Requirement,Employees must follow the business formal dress code on all customer-facing days.,Dress Code,Mandatory,Must Know,Medium,Week 1,POL-01,1.0,4.1,Knowledge Quiz,
ROLE-11,Cash Teller,POL-01-4.2,Policy Requirement,Employees should refer to the Workplace Conduct Policy (POL-05) for detailed behavioural standards.,Dress Code,Recommended,Recommended,Low,Week 1,POL-01,1.0,4.2,None,
ROLE-11,Cash Teller,POL-01-5.1,Policy Requirement,Employees must use bank equipment only for official purposes.,Use of Bank Resources,Mandatory,Must Know,Medium,Week 1,POL-01,1.0,5.1,Knowledge Quiz,
ROLE-11,Cash Teller,POL-01-5.2,Policy Requirement,Employees may use the staff cafeteria and prayer rooms during scheduled breaks.,Use of Bank Resources,Optional,Optional,Low,Week 1,POL-01,1.0,5.2,None,
ROLE-11,Cash Teller,POL-01-5.3,Policy Requirement,Employees must return all bank property on their last working day.,Use of Bank Resources,Mandatory,Must Know,Medium,Week 1,POL-01,1.0,5.3,Knowledge Quiz,
ROLE-11,Cash Teller,POL-02-2.2,Policy Requirement,Employees must complete all mandatory onboarding modules before the end of probation.,Probation,Mandatory,Must Complete,Medium,First 90 Days,POL-02,2.0,2.2,Knowledge Quiz,
ROLE-11,Cash Teller,POL-02-2.4,Policy Requirement,Employees must complete a probation review meeting with their reporting manager within 90 days of joining.,Probation,Mandatory,Must Complete,Medium,First 90 Days,POL-02,2.0,2.4,Knowledge Quiz,
ROLE-11,Cash Teller,POL-02-3.2,Policy Requirement,Employees must obtain prior approval from their reporting manager for any overtime.,Working Hours,Mandatory,Must Know,Medium,Week 1,POL-02,2.0,3.2,Knowledge Quiz,
ROLE-11,Cash Teller,POL-02-4.1,Policy Requirement,Employees must agree written performance objectives with their reporting manager within 30 days of joining.,Performance Management,Mandatory,Must Know,Medium,First 30 Days,POL-02,2.0,4.1,Knowledge Quiz,
ROLE-11,Cash Teller,POL-02-4.2,Policy Requirement,Employees should request informal feedback from their reporting manager every month.,Performance Management,Recommended,Recommended,Low,Week 1,POL-02,2.0,4.2,None,
ROLE-11,Cash Teller,POL-03-2.2,Policy Requirement,Employees must apply for annual leave at least 14 days in advance through the HR portal.,Annual Leave,Mandatory,Must Know,Medium,Week 1,POL-03,2.0,2.2,Knowledge Quiz,
ROLE-11,Cash Teller,POL-03-2.3,Policy Requirement,Employees must not take more than 10 consecutive working days of annual leave without Department Head approval.,Annual Leave,Mandatory,Must Know,Medium,Week 1,POL-03,2.0,2.3,Knowledge Quiz,
ROLE-11,Cash Teller,POL-03-2.4,Policy Requirement,Unused annual leave may be carried forward up to a maximum of 10 days.,Annual Leave,Optional,Optional,Low,Week 1,POL-03,2.0,2.4,None,
ROLE-11,Cash Teller,POL-03-3.1,Policy Requirement,Employees must inform their reporting manager before 10:00 AM on any day they cannot come to work due to sickness.,Sick Leave,Mandatory,Must Know,Medium,Week 1,POL-03,2.0,3.1,Knowledge Quiz,
ROLE-11,Cash Teller,POL-03-3.2,Policy Requirement,Sick leave of more than 2 consecutive days must be supported by a medical certificate.,Sick Leave,Mandatory,Must Know,Medium,Week 1,POL-03,2.0,3.2,Knowledge Quiz,
ROLE-11,Cash Teller,POL-03-4.1,Policy Requirement,Staff in these roles must take at least 5 consecutive working days of leave each year as a fraud-control measure.,Mandatory Leave,Mandatory,Must Know,Medium,Week 1,POL-03,2.0,4.1,Knowledge Quiz,
ROLE-11,Cash Teller,POL-03-4.2,Policy Requirement,"During mandatory leave, the duties of the employee must be performed by another authorised staff member.",Mandatory Leave,Mandatory,Must Know,Medium,Week 1,POL-03,2.0,4.2,Knowledge Quiz,
ROLE-11,Cash Teller,POL-03-6.1,Policy Requirement,"Employees may refer to the HR and Leave FAQ (FAQ-01) for common questions; where the FAQ differs from this policy, this policy prevails.",Related Guidance,Optional,Optional,Low,Week 1,POL-03,2.0,6.1,None,
